sample_id,source,question,gold_answer,task_type
hotpotqa_0559,hotpotqa,Are Manettia and Fragaria both edible?,no,other
hotpotqa_0469,hotpotqa,What roles does American actress which  Manfish featured in  the motion picture debut of do play,comic roles,other
musique_0026,musique,Who is the employer of the Iranian scientist who co-invented the first gas laser?,M.I.T.,compositional
squad_0473,squad,How many awards was Beyonce nominated for at the 52nd Grammy Awards?,ten,numerical
hotpotqa_0154,hotpotqa,"Throne of Glass is a young adult high fantasy novel series, by which bestselling American fantasy author?",Sarah Janet Maas,entity
musique_0624,musique,Who is the sibling of the person who created The Double Dream of Spring?,Alberto Savinio,compositional
squad_0404,squad,Beyonce's first solo album in the U.S. with what artist in the lead single?,Jay Z,entity
squad_0206,squad,In what year did the original Sorin built Main Building get replaced?,1865,temporal
musique_0407,musique,Who is the husband of the American actress who starred in Stranger from Venus?,Roald Dahl,compositional
squad_0173,squad,What length is the course of study at the Notre Dame School of Architecture?,five-year,numerical
musique_0891,musique,What languages are used by the person who initiated the non-cooperation movement in India?,Gujarati,compositional
hotpotqa_0299,hotpotqa,"In which theatre in Los Angeles did the late-night talk show host of ""Chelsea Lately"" host the 2010 MTV Video Music Awards?",Nokia Theatre,compositional
squad_0156,squad,Gustavo Gutierrez is faculty of which institute?,Kroc Institute for International Peace Studies,entity
musique_0893,musique,What is the native language for the person who wrote the magazine Young India in 1931?,Gujarati,compositional
hotpotqa_0182,hotpotqa,"At the 2011 census, what was he population of the city where Kerry Saxby-Junna was born?","6,960",compositional
hotpotqa_0849,hotpotqa,Ray Winstone appeared in what 2005 French-British computer-animated adventure fantasy that was based on a TV series?,The Magic Roundabout,entity
musique_0035,musique,What language is used by the person after whom the Panizzi lectures are named?,Italian,compositional
hotpotqa_0675,hotpotqa,"The author of ""Evolution: A Theory in Crisis"" is a Senior Fellow at what institute?",Discovery Institute's Center for Science and Culture,entity
squad_0262,squad,Which person was a former comrade to Ted Striker in the film Airplane!?,George Zipp,entity
musique_0679,musique,"How many episodes are there about the Menendez brothers, on the show featuring the character Serena Southerlyn?",eight,numerical
squad_0180,squad,What caused many intellectual Catholics to leave europe in the 1930s?,The rise of Hitler and other dictators,other
squad_0066,squad,Over how many years did Gurian edit the Review of Politics at Notre Dame?,44,numerical
hotpotqa_0430,hotpotqa,Tess Asplund fought against the Neo-Nazi movement that existed in which countries?,"Sweden, Finland, and Norway",entity
hotpotqa_0313,hotpotqa,"Anil V. Kumar,  is a television and film director and producer in India, his production house, Flying Turtle Films co-produced the movie ""Zanjeer"" starring Priyanka Chopra and which actor, and entrepr",Ram Charan,compositional
squad_0425,squad,How many singles did her second album produce?,five,numerical
hotpotqa_0496,hotpotqa,What wrestling promotion was formed by the current NEVER Openweight Champion?,Pro Wrestling Fujiwara Group,compositional
musique_0684,musique,He who garnered the most electoral votes in 1824 had a nephew named what?,Daniel Smith Donelson,entity
squad_0021,squad,How many colleges for undergraduates are at Notre Dame?,five,numerical
hotpotqa_0889,hotpotqa,the made for television biopic  Ishi: The Last of His Tribe based on  Alfred L. Kroeber is about what tribe?,the Yahi tribe,entity
hotpotqa_0273,hotpotqa,"Alamgir joined Meesha Shafi, Strings, Ali Azmat and Shahzad Hasan as a judge on which popular show?","""Music Icons""",entity
musique_0195,musique,Why were the Uighurs ranked higher by the people who imposed on the military might of Tibet in the past?,the Uighurs surrendered peacefully without violently resisting,other
musique_0121,musique,Who was the first president from the newly evolved political party Jeremiah Morrow was a member of?,Jefferson,compositional
hotpotqa_0646,hotpotqa,What professor of mathematics authored the book Fashionable Nonsense?,Alan Sokal,entity
hotpotqa_0981,hotpotqa,"Aspects of Andrew Lloyd Webber is the second studio album by a singer that played what role in theAustralian premiere of ""The Phantom of the Opera""? ",Christine Daaé,entity
hotpotqa_0178,hotpotqa,Ted Sutton plays Sergeant Cunningham in a2002 film that stars Mel Gibson as what character?,Graham Hess,entity
musique_0611,musique,What year was the performer of Riches & More created?,1985,temporal
hotpotqa_0391,hotpotqa,Peter Bakovic played for which National Hockey League team?,Vancouver Canucks,entity
hotpotqa_0751,hotpotqa,"Doloroso, Mississippi rests on the US highway that runs for how many miles?",1400 mi,numerical
musique_0575,musique,The programming language that includes alias is named after whom?,Michael Widenius's daughter,entity
musique_0875,musique,What family does the naked-backed fruit bat of the place where Stag Arms headquarters is located belong?,Dobsonia,compositional
musique_0769,musique,What years did the author of The Solitary Reaper live for?,1770-1850,temporal
squad_0252,squad,Which Notre Dame men's basketball player has the record for more points in one game?,Austin Carr,entity
musique_0020,musique,When did the network which airs Alt for Norge start?,1988,temporal
musique_0700,musique,"What movie stars Morgan Freeman, Robert De Niro and the producer of The Jewel of the Nile?",Last Vegas,entity
hotpotqa_0717,hotpotqa,What position did the former American first lady who employed Ann M. O'Leary during her husband's presidency hold in the Obama administration?,United States Secretary of State,entity
squad_0137,squad,How much money was spent on enhancing Notre Dame Stadium under John Jenkins?,$400m,numerical
musique_0218,musique,When did the UK vote to leave the organization which the Swiss have brought their economic practices into conformity with?,23 June 2016,temporal
musique_0420,musique,Where in Plymouth is the institution owned by RNLB Aguila Wren based?,Millbay Docks,entity
musique_0869,musique,How many troops did the Turks send to the city in Armenia where Russia has a military base?,30000,compositional
musique_0179,musique,Who is the mother of the screenwriter of Fatal Attraction?,Melissa Stribling,compositional
hotpotqa_0373,hotpotqa,"Route 146, Interstate 890, and what other highway all run through Schenectady, New York?",I-90,entity
hotpotqa_0160,hotpotqa,La Barredora was a gang that declared war on the leader of the cartel based where?,Sinaloa,entity
musique_0895,musique,What was the native language of the person who organized a march on Tanjore coast to break the salt law in 1930?,Gujarati,compositional
musique_0884,musique,When was the last time Stephen Clemence's team won a trophy?,2015,temporal
squad_0010,squad,Where is the headquarters of the Congregation of the Holy Cross?,Rome,entity
musique_0347,musique,"What country holds the Embassy of Turkey, to the country that Serdar Denktas is from?",TRNC,compositional
musique_0011,musique,When did Bush declare the war causing Kerry to criticize him during the 2004 campaign?,2003,temporal
musique_0635,musique,Who is the child of the person who associated with the defeat of the British in the Battle of New Orleans?,Daniel Smith Donelson,compositional
hotpotqa_0262,hotpotqa,For which North American auto racing series launched by the Sports Car Club of America does Jack Baldwin drive a Porsche Cayman S?,Pirelli World Challenge,entity
musique_0825,musique,What group's power increased after the rise of the source of the idea of representative democracy?,Republican pontifices,compositional
hotpotqa_0584,hotpotqa,"When was the English disc jockey who hosted ""The Voice UK"" born? ",18 March 1985,temporal
hotpotqa_0030,hotpotqa,"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu ",Amy Jo Johnson,entity
hotpotqa_0826,hotpotqa,"During Which debt crises did PIGS  used to refer to the economies of Portugal, Ireland, Greece, and Spain, four EU member states",The European debt crisis,temporal
musique_0128,musique,When did person who supervised the design and implementation of the iPod user interface die?,2011,temporal
musique_0879,musique,When was the last time Darren Anderton's team won a trophy?,2015,temporal
squad_0058,squad,What did the brother of John Zahm construct at Notre Dame?,an early wind tunnel,other
squad_0287,squad,What was the name of Beyoncé's first solo album?,Dangerously in Love,entity
musique_0271,musique,Who was the lead vocalist on album with the performer of Don't Be My Enemy?,Jack Hues,compositional
hotpotqa_0650,hotpotqa,"Elwyn McRoy is an American college basketball coach and current men's basketball assistant coach at Coppin State University, a historically black college located in Baltimore, Maryland, in which count",United States,entity
squad_0167,squad,In what year was the Notre Dame College of Science formed?,1865,temporal
musique_0770,musique,What league was the sports team Sean Kehoe was a member of included in?,Canadian Football League,entity
musique_0268,musique,What year was the largest Presbyterian denomination brought to the state where the Aizawl Monorail is located?,1894,compositional
hotpotqa_0842,hotpotqa,Who was the goalkeeper who blocked the most decorated English footballer player of all time?,Jens Lehmann,entity
hotpotqa_0532,hotpotqa,"Faugh a Ballagh, is a battle cry of Irish origin, meaning ""clear the way"", and today it remains the motto of which (27th (Inniskilling) 83rd and 87th and Ulster Defence Regiment) (R IRISH) is an infan",Royal Irish Regiment,entity
hotpotqa_0845,hotpotqa,"The Stage"" is a song by Avenged Sevenfold and the first single from their seventh studio album of the same name, which was released on which date?","October 28, 2016",temporal
musique_0593,musique,What was John Chapman's university called at first?,Carleton College,entity
hotpotqa_0281,hotpotqa,Is Lysichiton and Ageratum geus in the same family?,no,other
musique_0958,musique,When did the owner of Rice-A-Roni change from sugar to corn syrup?,the 1980s,temporal
musique_0713,musique,Who is the father of the creator of the White Rabbit?,Charles Dodgson,compositional
hotpotqa_0528,hotpotqa,"A Common Man is a 2013 American-Sri Lankan thriller film starring Ben Kingsley,  an English actor with a career spanning more than how many years?",40 years,numerical
hotpotqa_0453,hotpotqa,What county named for a hero in the French and Indian War and a general in the American Revolutionary War is represented by Assemblyman Kevin Byrne?,Putnam County,entity
squad_0279,squad,On what date was Beyonce born?,"September 4, 1981",temporal
squad_0174,squad,In which location do students of the School of Architecture of Notre Dame spend their 3rd year?,Rome,entity
musique_0682,musique,How many episodes were dedicated to the Menendez brothers in the series that also had an episode called Mother's Day?,eight,numerical
musique_0338,musique,When was the company that repaired the Grand Trunk Road from Calcutta to Delhi established in India?,31 December 1600,temporal
hotpotqa_0703,hotpotqa,"The 2006-07 New Orleans/Oklahoma City Hornets season was the team's 5th in the NBA, the Hornets split their games between the New Orleans Arena and the Ford Center, which multi-purpose indoor arena, l",Smoothie King Center,entity
hotpotqa_0045,hotpotqa,What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,ingredients in beer,other
squad_0123,squad,What type of educational institute is Hesburgh given credit for creating at Notre Dame?,coeducational,entity
musique_0509,musique,"Along with the performer of The Covers Record, what indie/folk musician is based in Miami?",Iron & Wine,compositional
hotpotqa_0235,hotpotqa,"The producer of The Wreckage of Stars also produced albums for Texas in July, Everclear, and what other American metalcore band from Lancaster, Pennsylvania?",August Burns Red,compositional
musique_0862,musique,How many troops did the Turks send to Art Hovhannisyan's birthplace?,30000,numerical
hotpotqa_0286,hotpotqa,Who is the Russian figure skater who danced with a Russian pair skater and in 1988 and 1994.,Ekaterina Gordeeva,entity
squad_0147,squad,What is the annual budget of Notre Dame's LaFortune Center?,$1.2 million,numerical
squad_0426,squad,What birthday did Beyonce's album B'Day celebrate?,twenty-fifth birthday,other
squad_0475,squad,"In 2010, Beyonce worked with which other famous singer?",Lady Gaga,entity
hotpotqa_0843,hotpotqa,What is the French name of the bay into which the Big Salon River flows?,Baie de Fundy,entity
musique_0162,musique,When did the torch visit Manuel John Johnson's birthplace?,May 3,temporal
musique_0580,musique,Who is the brother of the painter of Metaphysical Interior with Biscuits?,Alberto Savinio,compositional
hotpotqa_0284,hotpotqa,"Javier Mora, is a Mexican boxer in the Heavyweight division, he was defeated by Alexander Vladimirovich ""Sasha"" Povetkin, by a 5-round TKO, in which country?",Germany,entity
squad_0365,squad,Who supported Beyonce through her depression?,her mother,entity
hotpotqa_0764,hotpotqa,"Which original attraction at Universal Studios Florida, featuring Yogi Bear and Boo Boo, was replaced by Jimmy Nuetron's Nicktoon Blast?",The Funtastic World of Hanna-Barbera,entity
hotpotqa_0109,hotpotqa,"What is the name of the movie in which Edwin Brown plays a man that executed at least 400 people, including William Joyce and John Amery?",10 Rillington Place,compositional
squad_0001,squad,What is in front of the Notre Dame Main Building?,a copper statue of Christ,entity
squad_0178,squad,How many books are held by the Notre Dame libraries?,over three million volumes,numerical
hotpotqa_0727,hotpotqa,"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? ",SBS,entity
hotpotqa_0427,hotpotqa,"Benji is an upcoming American drama film written, co-produced and directed by who, and is a reboot of the 1974 film of the same name?",Brandon Camp,entity
hotpotqa_0702,hotpotqa,What year were trade unions legalized in Tony Blair's country?,1871,temporal
hotpotqa_0381,hotpotqa,"Ian Hunter and Stuart Murdoch, have which musical occupation in common?",lead singer,other
musique_0247,musique,What is the branch of Buddhism in what buddhism is the goal a state of nirvana?,The School of the Elders,other
musique_0849,musique,What is Elizabeth's ranking in the religion in which all naturalists working at the two English universities?,Supreme Governor,compositional
squad_0399,squad,What was the highest Beyonce's first solo recording achieved in the Billboard Hot 100?,number four,numerical
hotpotqa_0444,hotpotqa,Rhodochiton and Platystemon are both genuses of what kind of life form?,flowering plants,entity
musique_0944,musique,Who is married to the actress of the woman ape from Planet of the Apes?,Tim Burton,compositional
hotpotqa_0771,hotpotqa,"In what year was the English actor that starred with David Hemmings and Douglas Wilmer in ""Unman, Wittering and Zigo"" born?",1945,temporal
musique_0582,musique,Where is the place of death for the person who created Der Taucher?,Weimar,compositional
hotpotqa_0260,hotpotqa,"What electronic band's  song ""Dangerous"" was certified gold by the RIAA in May 2015?",Big Data,entity
musique_0600,musique,What was Natalia Rybczynski's employer called at first?,Carleton College,entity
hotpotqa_0836,hotpotqa,"Ettore or Edoardo Ettore Forti was an Italian painter, who was prolific in depicting realistic Neo-Pompeian scenes of Ancient Roman life and events, these subjects were popular in the late-Victorian p",Netherlands,entity
musique_0561,musique,Who did the singer of I Wanna Be with You play in The Princess Diaries?,Lana Thomas,entity
musique_0601,musique,Who was married to the author of The Night of Enitharmon's Joy?,Catherine Blake,entity
musique_0352,musique,"When did the former judge of American Idol, who was accused of being mean and cruel, announce that he would quit?","January 11, 2010",temporal
hotpotqa_0629,hotpotqa,Kim Warwick and Matt Lucena both play what sport?,tennis,entity
squad_0192,squad,Which athletic association are the student athletes at Notre Dame a part of?,NCAA Division I,entity
hotpotqa_0131,hotpotqa,"What is the name of this American multinational corporation that provides IT services, headquartered in New Jersey, that acquired Mirabeau?",Cognizant,entity
hotpotqa_0095,hotpotqa,"Prince William, Duke of Gloucester and Prince George of Denmark, were eventually monarchs of which Kingdom?",Great Britain,entity
musique_0335,musique,Which record label owns the series where Achy Jakey Heart belongs?,Walt Disney Records,compositional
squad_0401,squad,"How many has ""Dangerously in Love"" sould worldwide since its debut?",11 million,numerical
musique_0652,musique,Who was married to the man who defeated the British at the Battle of New Orleans?,Rachel Jackson,compositional
musique_0743,musique,When was the person who said psychology is the science of mental life born?,1842,temporal
musique_0716,musique,"Who played a piano player in the sci-fi series with a first episode called ""33""?",Roark Critchlow,entity
hotpotqa_0923,hotpotqa,Were the documentaries The Mosuo Sisters and Quantum Hoops released in the same year?,no,other
squad_0358,squad,Where did Destiny's Child get their name from?,Book of Isaiah.,entity
musique_0452,musique,"Where is the water lily pond, by the spouse of Camille Doncieux, located?",his flower garden at his home in Giverny,entity
squad_0047,squad,In 2014 what entity named Notre Dame 10th best of all American universities?,USA Today,temporal
hotpotqa_0039,hotpotqa,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,Dessau,entity
musique_0251,musique,What consortium does Lee Upton's alma mater belong to?,Five Colleges,entity
hotpotqa_0525,hotpotqa,"The author of the book ""A New Kind of Science"" designed a computer algebra system at which university?",Caltech,compositional
hotpotqa_0569,hotpotqa,Cyril Briggs was dedicated to advancing what  worldwide intellectual movement that aims to encourage and strengthen bonds of solidarity between all people of African descent,Pan-Africanism,entity
musique_0534,musique,Who paid £15 million to transfer the player who scored the most hat tricks in the Premier League to their club?,Newcastle United,compositional
hotpotqa_0123,hotpotqa,"Between two tennis players Kim Clijsters and Mary Pierce, who is older?",Mary Pierce,temporal
musique_0843,musique,In what year was the college that's related to Robert J. Dennis founded?,1824,temporal
musique_0796,musique,Which secondary school did the performer of Just Another Night attend?,Dartford Grammar School,entity
hotpotqa_0858,hotpotqa,How is Scott Speedman and Michael Corvin related?,Underworld,other
musique_0710,musique,Who was the piano player in the series of which He That Believeth in Me is an episode?,Roark Critchlow,entity
musique_0756,musique,In what year was the school where James Flaherty was educated founded?,1824,temporal
hotpotqa_0769,hotpotqa,What major Albanian musical event did Aurela Gaçe win?,Kënga Magjike,entity
musique_0282,musique,In which county is the town in which WFQY is licensed?,Rankin County,compositional
hotpotqa_0351,hotpotqa,In what city did Duane Swank get his PhD?,"Evanston, Illinois",entity
musique_0395,musique,Who does the actor who played the robber in Coming To America play in The Avengers?,Nick Fury,compositional
musique_0889,musique,What is a term for the church that King Henry VIII founded and churches that align with it?,the Anglican Communion,entity
musique_0919,musique,The person with the most second place finishes in Golf majors is now what?,an American retired professional golfer,entity
squad_0112,squad,For whos glory did Father O'Hara believed that the Notre Dame football team played?,God,entity
squad_0250,squad,How many schools have a similar men's basketball record to Notre Dame in terms of wins?,12,numerical
musique_0943,musique,What year did the organization related to the sport played at the Sydney Sports Ground start?,1895,temporal
hotpotqa_0859,hotpotqa,A 2005 French-language Canadian coming of age drama features artists including an American country music singer who died in the crash of a plane belonging to who?,Randy Hughes,compositional
hotpotqa_0929,hotpotqa,Where was the actress who starred in Trishna with Riz Ahmed born?,"Mumbai, India",compositional
squad_0242,squad,"Ronald Reagan played the role of whom in 1940's ""Knute Rockne?""",Gipp,entity
musique_0628,musique,Who is the spouse of the director of L'aube à l'envers?,Christopher Lambert,compositional
hotpotqa_0611,hotpotqa,"Qwirkle and Evo, are which type of entertainment?",game,entity
squad_0099,squad,What was the amount of wins Knute Rockne attained at Notre Dame while head coach?,105,numerical
musique_0933,musique,What is the county seat of the Florida county containing Marco Island?,East Naples,entity
hotpotqa_0048,hotpotqa,Who is older Glenn Hughes or Ross Lynch?,Glenn Hughes,other
musique_0661,musique,When did Baird cease showing its programs on the network that once broadcast FA cup matches on the radio?,June 1932,temporal
musique_0654,musique,Who sings Meet Me in Montana with the performer of In My Little Corner of the World?,Dan Seals,compositional
musique_0419,musique,Where in Plymouth is the owner of Torquay Lifeboat Station based?,Millbay Docks,entity
musique_0154,musique,Who owns the studio which produced Scooby-Doo and the Ghoul School?,Warner Bros.,entity
musique_0226,musique,The person who had a fancy funeral at the abbey in 1658 began burying national figures in the abbey starting with who?,Admiral Robert Blake,compositional
hotpotqa_0034,hotpotqa,"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?",The Saimaa Gesture,other
musique_0069,musique,What year did the company Novair International Airways is part of dissolve?,1995,temporal
squad_0224,squad,To what conference did the Fighting Irish go after the Big East?,the ACC,compositional
hotpotqa_0564,hotpotqa,"Sam Goody, who was run by Musicland Group, Inc., filed bankrupcy in which year?",2006,temporal
hotpotqa_0780,hotpotqa,What is the name of the business that George Dayton founded and later Bruce Dayton expanded?,Target Corporation,entity
musique_0124,musique,What company published the cartoon that included Barnyard Dawg?,Warner Bros.,entity
musique_0239,musique,In what year was the performer of This is Who We Are created?,2001,temporal
musique_0024,musique,When did the manufacturer of a pedometer accessory for the iPod become a publicly traded company?,1980,compositional
musique_0348,musique,When did the original judge who was a music executive announce he was no longer going to be a judge?,"January 11, 2010",temporal
hotpotqa_0805,hotpotqa,"What Famous play by shakespear have the phrase, ""Et tu, Brute""?","Shakespeare's play ""Julius Caesar""",entity
musique_0367,musique,What year did the cast member of Tip Top win best actress?,2001,temporal
squad_0412,squad,Destiny's Child's final album was named what?,Destiny Fulfilled,entity
hotpotqa_0156,hotpotqa,Axle Whitehead was a part of an American comedy-drama television series that is a remake of the British series with the same name set in what city?,Chicago,entity
musique_0475,musique,Who played the artist who performed To Make Love Sweeter for You in Walk the Line?,Waylon Malloy Payne,compositional
hotpotqa_0292,hotpotqa,"Which K283BV artist is from Columbus, Ohio?",Twenty One Pilots,entity
squad_0334,squad,What was the name of Beyoncé's first dance instructor?,Darlette Johnson,entity
hotpotqa_0403,hotpotqa,"What is the name for the regulatory body of over 25,000 football clubs in Germany?",The DFB Sports Court,entity
hotpotqa_0932,hotpotqa,Are the University of West Florida and FH Joanneum both American Universities ?,no,other
musique_0132,musique,When did the person who admitted that Apple was late to the party with writeable CD technology die?,2011,compositional
hotpotqa_0320,hotpotqa,"The first female board member for the Liberal Party, she was born in which county in Norway?",Vestfold,entity
squad_0239,squad,What notable football player played at Notre Dame from 1916 to 1920?,George Gipp,entity
squad_0100,squad,In what year did the team lead by Knute Rockne win the Rose Bowl?,1925,temporal
squad_0055,squad,Which professor sent the first wireless message in the USA?,Professor Jerome Green,entity
musique_0206,musique,What marked the end of Titus Lucretius Tricipitinus's country?,establishment of the Roman Empire.,other
hotpotqa_0337,hotpotqa,Who directed a 2016 musical filmed in Howth?,John Carney,entity
musique_0470,musique,When did the original judge who left prior to the start of the season quit as a judge?,before season nine,temporal
hotpotqa_0310,hotpotqa,"The band that released the album ""Let's Cheers to This"" is from what Florida city?",Orlando,entity
musique_0087,musique,In the war that followed Joseph Schumpeter's and Norman Angell's most prolific writing period where was the initial German offensive on the Western Front stopped?,First Battle of the Marne,entity
hotpotqa_0957,hotpotqa,"Which star of Don 2 was named by ""Time"" magazine as one of the 100 most influential people in the world?",Priyanka Chopra,entity
musique_0809,musique,What league does the team Eddie Brown was a member of play in?,Canadian Football League,entity
hotpotqa_0735,hotpotqa,"Hunter Mountain is the second highest peak in the Catskills, in the south east area of which U.S. State?",New York,entity
hotpotqa_0101,hotpotqa,"When a Man Falls in Love, is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and which South Korean actor, born on ? ","July 5, 1984",entity
musique_0566,musique,Who is the programming language with the DELETE function partially named after?,Michael Widenius's daughter,entity
musique_0118,musique,What establishment today contains what was known as the place Chopin's father got a teaching position during that time?,Warsaw University,entity
musique_0298,musique,Whose rule followed that of the father of Norodom Arunrasmy?,Norodom Sihamoni,entity
squad_0037,squad,Which artist created the mural on the Theodore M. Hesburgh Library?,Millard Sheets,entity
musique_0505,musique,"Along with the performer of I Don't Blame You, what indie/folk musician is based in Miami?",Iron & Wine,compositional
musique_0675,musique,What as the final thing shown on by the company that used to broadcast matches on the radio before it was shut down for the war?,Mickey's Gala Premier,compositional
musique_0771,musique,After which city is Paul Medhurst's team named?,"Collingwood, Victoria",entity
musique_0915,musique,What genre of music was produced by the singer of the album Emerging?,contemporary Christian music,compositional
musique_0847,musique,When did the season of Grey's Anatomy start when Derek Shepherd dies?,"September 25, 2014",temporal
musique_0745,musique,Where was the creator of the White Rabbit born?,Daresbury,entity
musique_0377,musique,In what century did the person the Budești Josani church is named after become the influence for red being worn by Santa Claus?,4th,compositional
squad_0098,squad,"The Notre Dame football team got a new head coach in 1918, who was it?",Knute Rockne,entity
musique_0905,musique,What is the occupation of the man who won the most majors in golf?,an American retired professional golfer,entity
hotpotqa_0168,hotpotqa,The American Aircraft Penetrator was modified from a helicopter produced by what nation's military?,United States,entity
hotpotqa_0942,hotpotqa,What country holds both Fetteresso Castle and Cowie Castle?,Scotland,entity
musique_0440,musique,Where in Plymouth is the owner of Aberdeen Lifeboat Station based?,Millbay Docks,entity
squad_0301,squad,"In her music, what are some recurring elements in them?","love, relationships, and monogamy",other
musique_0820,musique,What was the native language of Devdas Mohandas Gandhi's father?,Gujarati,entity
musique_0208,musique,When did the person Victoria recalled to office following her disappointment with Derby in June of 1859 die?,1865,temporal
hotpotqa_0344,hotpotqa,"""Touch"" is a song from an album released under which labels ?",Syco Music and Columbia Records,entity
hotpotqa_0550,hotpotqa,"Which film was released first, Roving Mars or The London Connection?",The London Connection,temporal
hotpotqa_0347,hotpotqa,"From an Andrey Zvyagintsev drama, which American city did the actual events upon which the drama is based take place?","Granby, Colorado",entity
squad_0255,squad,In what year did Michael J. Shea graduate from Notre Dame?,1904,temporal
musique_0042,musique,In which year did the publisher of Roald Dahl's Guide to Railway Safety cease to exist?,2001,temporal
squad_0303,squad,Which magazine declared her the most dominant woman musician?,Forbes,entity
hotpotqa_0643,hotpotqa,"Biographic is a weekly comics feature by award-winning cartoonist and illustrator Steve McGarry, the feature is syndicated by Universal Uclick and appears in such publications as The Toronto Sun, an E",Canada,entity
musique_0544,musique,Who paid £15 million to transfer the highest goal scorer in the English Premier League to their club?,Newcastle United,compositional
musique_0740,musique,Who was the father of the person who replaced Derby when he resigned in 1868?,Isaac D'Israeli,compositional
musique_0253,musique,What does the tradition where condensed study texts are created mean?,The School of the Elders,other
hotpotqa_0895,hotpotqa,"Which man, Ben Bagdikian or Eddie Mekka, is most famous for his role as Carmine ""The Big Ragu"" Ragusa on the sitcom ""Laverne & Shirley""?",Eddie Mekka,entity
musique_0621,musique,Who was the winner of the 1993 contest which resulted in getting a ring from the NBA?,Chicago Bulls,compositional
hotpotqa_0960,hotpotqa,"Pandit Kishan Maharaj, was an Indian tabla player of Hindustani classical music, who belonged to which one of the six most common styles of playing of the Indian tabla? ",Benares gharānā,entity
musique_0851,musique,What college was attended by the performer who sang backup vocals on You're So Vain?,Dartford Grammar School,compositional
hotpotqa_0831,hotpotqa,What is the name of the album that was released by David Bowie that was recorded in secret?,Blackstar,entity
hotpotqa_0899,hotpotqa,Ezhou and Yangzhong are both cities in what country?,China,entity
hotpotqa_0848,hotpotqa,"When is the cast in The Guardians born that is a South Korean singer, actor, fashion designer and television presenter?","September 23, 1991",entity
hotpotqa_0149,hotpotqa,"Mookychick is an independent daily online magazine and community with more than 100,000 readers a month and over 5,000 forum members, content includes analysis of current sociopolitical events, social",BUST,entity
musique_0642,musique,Who sings with the performer of Kiss Me When I'm Down on Every Storm?,Co-writer Hillary Lindsey,compositional
musique_0099,musique,When did the institution that awards the John Price Wetherill Medal open?,1824,temporal
musique_0940,musique,Who was the place where Badia Polyptych can be found designed by?,Giorgio Vasari,entity
squad_0026,squad,Which program at Notre Dame offers a Master of Education degree?,Alliance for Catholic Education,entity
musique_0979,musique,When was the league whose trophy an undefeated Arsenal team won in the 2003-2004 season established?,1992,temporal
squad_0152,squad,Which baseball stadium is found at Notre Dame?,Frank Eck Stadium,entity
musique_0531,musique,The city where Jesper Svenbro was born is in which municipality?,Landskrona Municipality,compositional
musique_0318,musique,When was the end of the Dutch company that initiated the game of cricket in India?,1799,temporal
hotpotqa_0733,hotpotqa,"The Messerschmitt Me 263 ""Scholle"" (plaice) was a rocket-powered fighter aircraft developed from the Me 163 ""Komet"" towards the end of, which historic event?",World War II,temporal
squad_0470,squad,Which organization received Beyoncé's entire Cadillac Records salary?,Phoenix House,entity
squad_0125,squad,What title did Thomas Blantz have at Notre Dame?,Vice President of Student Affairs,entity
squad_0042,squad,What percentage of students at Notre Dame participated in the Early Action program?,39.1%,numerical
squad_0327,squad,Who was the first person to notice Beyonce's singing ability?,Darlette Johnson,entity
squad_0085,squad,How often is Catholic mass held at Notre Dame in a week?,over 100 times,numerical
musique_0589,musique,Where did the actor who produced Reds attend school?,Northwestern's School of Communication,compositional
squad_0083,squad,What is Congregation of Holy Cross in Latin?,Congregatio a Sancta Cruce,entity
hotpotqa_0685,hotpotqa,Statistician Walter Francis Willcox received three degrees from a local college in Massachusetts. Which college?,Amherst College,entity
hotpotqa_0265,hotpotqa," Which species, Cardwellia or Ochagavia, is native to South America?",Ochagavia,entity
musique_0927,musique,Who founded the company known for manufacturing the LINC-8?,Ken Olsen,entity
hotpotqa_0333,hotpotqa,Where is the record company based that was co founded by the frontman of Minor Threat and Fugazi?,"Washington, D.C.",entity
hotpotqa_0857,hotpotqa,Who developed the game which Folkenstal features weapons and armors in a cosplay? ,ZeniMax Online Studios,compositional
squad_0002,squad,The Basilica of the Sacred heart at Notre Dame is beside to which structure?,the Main Building,entity
squad_0081,squad,What amount of the graduate student body at Notre Dame live on the campus?,20%,numerical
hotpotqa_0517,hotpotqa,what was the birth year of the fifth governor of a British colony in north America that existed from 1632 to 1776?,1626,compositional
musique_0147,musique,What was the record label of the songwriter of Up on Cripple Creek?,Capitol Records,compositional
hotpotqa_0218,hotpotqa,What profession do Kōbō Abe and Agatha Christie share?,playwright,entity
musique_0012,musique,What is the college Francis Walsingham attended an instance of?,college of the University of Cambridge,entity
musique_0342,musique,In which year did the cast member of The Possessed with Best Actress?,2001,temporal
hotpotqa_0608,hotpotqa," ""Your Love Had Taken Me That High"" is a song recorded by a singer that received a string of Country Music Association awards for duets with who?",Loretta Lynn,entity
